,id
290,1248081412592300032
291,1248081398541540096
292,1248081387829199872
293,1248081317964570112
294,1248081283948910080
295,1248081269940000000
296,1248081240013629952
297,1248081122296240128
298,1248081042239620096
299,1248080693239790080
300,1248080641209469952
301,1248080539103429888
302,1248080393284270080
303,1248080345796349952
304,1248080291471689984
305,1248080218352499968
306,1248079907717939968
307,1248079798997590016
308,1248079785437410048
309,1248079703447150080
310,1248079640301839872
311,1248079559582520064
312,1248079520613220096
313,1248079364110990080
314,1248079322398820096
315,1248079095017159936
316,1248079003929459968
317,1248078945385440000
318,1248078921159020032
319,1248078871708049920
320,1248078792343650048
321,1248078747489779968
322,1248078696256160000
323,1248078634083950080
324,1248078580203930112
325,1248078577989560064
326,1248078450545520128
327,1248078436058289920
328,1248078397240120064
329,1248078318588450048
330,1248078311340699904
331,1248078297839190016
332,1248078261474729984
333,1248078206525050112
334,1248078169757769984
335,1248078097624250112
336,1248077955491909888
337,1248077938081159936
338,1248077938076950016
339,1248077903692209920
340,1248077827355709952
341,1248077819260709888
342,1248077810561929984
343,1248077782631849984
344,1248077717091670016
345,1248077717066500096
346,1248077717062309888
347,1248077717058160128
348,1248077717024600064
349,1248077703351340032
350,1248077686821600000
351,1248077677258350080
352,1248077594328610048
353,1248077553820039936
354,1248077486656839936
355,1248077431078040064
356,1248077430658480128
357,1248077411981199872
358,1248077356247310080
359,1248077338757210112
360,1248077194024320000
361,1248077192019529984
362,1248077188034959872
363,1248077161950520064
364,1248077141004239872
365,1248077139288760064
366,1248077093646129920
367,1248077061677329920
368,1248076992815040000
369,1248076943913700096
370,1248076851718720000
371,1248076842021649920
372,1248076827786119936
373,1248076826863379968
374,1248076680943379968
375,1248076596445090048
376,1248076504082330112
377,1248076424281489920
378,1248076392022990080
379,1248076392018759936
380,1248076389598680064
381,1248076389598650112
382,1248076380698380032
383,1248076335228039936
384,1248076306996029952
385,1248076306991869952
386,1248076306983429888
387,1248076198007249920
388,1248076159641740032
389,1248076127383389952
390,1248075941559119872
391,1248075802421240064
392,1248075769907040000
393,1248075715335150080
394,1248075646494010112
395,1248075211607620096
396,1248075201197120000
397,1248075191185560064
398,1248075174198550016
399,1248075172810230016
400,1248075168968320000
401,1248075105705629952
402,1248075087871460096
403,1248074890436989952
404,1248074890436940032
405,1248074890432750080
406,1248074890428570112
407,1248074890411830016
408,1248074848426789888
409,1248074840977939968
410,1248074760191439872
411,1248074708538380032
412,1248074671574180096
413,1248074586865819904
414,1248074563428199936
415,1248074472457939968
416,1248074469270259968
417,1248074443903190016
418,1248074438433779968
419,1248074391478579968
420,1248074312789230080
421,1248074311820369920
422,1248074303490439936
423,1248074281650490112
424,1248074240873509888
425,1248074240873469952
426,1248074240869299968
427,1248074240865100032
428,1248074240835760128
429,1248074228487909888
430,1248074075307729920
431,1248074074296689920
432,1248074053715259904
433,1248074053698520064
434,1248074053677550080
435,1248074002565939968
436,1248073993464229888
437,1248073925965179904
438,1248073910735840000
439,1248073903794160128
440,1248073900732349952
441,1248073880171879936
442,1248073585643719936
443,1248073525618810112
444,1248073370605779968
445,1248073300263049984
446,1248073292948349952
447,1248073277882459904
448,1248073051322959872
449,1248072805331190016
450,1248072805285080064
451,1248072705297050112
452,1248072689056659968
453,1248072634061019904
454,1248072621268189952
455,1248072568499770112
456,1248072506868630016
457,1248072420189220096
458,1248072327188770048
459,1248072302513789952
460,1248072294309789952
461,1248072292648669952
462,1248072202043279872
463,1248072168501649920
464,1248072050146759936
465,1248071990868610048
466,1248071930814449920
467,1248071900451899904
468,1248071747032600064
469,1248071643299079936
470,1248071642380750080
471,1248071605626060032
472,1248071497618350080
473,1248071410561380096
474,1248071386393870080
475,1248071367825619968
476,1248071242562840064
477,1248071063646370048
478,1248070977457540096
479,1248070832980709888
480,1248070748851200000
481,1248070718996150016
482,1248070718174180096
483,1248070661865649920
484,1248070498509929984
485,1248070428393959936
486,1248070298030820096
487,1248070295581309952
488,1248070277767899904
489,1248070239775909888
490,1248070139112610048
491,1248070139108410112
492,1248070139095810048
493,1248070130749210112
494,1248070055331579904
495,1248069986821850112
496,1248069955855310080
497,1248069952973789952
498,1248069730583200000
499,1248069697075059968
500,1248069695388950016
501,1248069693652580096
502,1248069620600150016
503,1248069534906370048
504,1248069418950830080
505,1248069374822530048
506,1248069300755350016
507,1248069295373839872
508,1248069282367500032
509,1248069168194370048
510,1248069166189499904
511,1248069164213979904
512,1248069162225799936
513,1248069160233550080
514,1248069158216090112
515,1248069156173499904
516,1248069154093090048
517,1248069152172059904
518,1248069150209169920
519,1248069148309060096
520,1248069146274870016
521,1248069144286769920
522,1248069142369969920
523,1248069112175049984
524,1248068995955279872
525,1248068971598880000
526,1248068940758200064
527,1248068938585570048
528,1248068929874010112
529,1248068924752529920
530,1248068919966850048
531,1248068833694240000
532,1248068828963020032
533,1248068768200369920
534,1248068767680059904
535,1248068749011360000
536,1248068667113280000
537,1248068667113230080
538,1248068667100649984
539,1248068543851249920
540,1248068495742360064
541,1248068488444310016
542,1248068441992560128
543,1248068300388659968
544,1248068274614609920
545,1248068215781159936
546,1248068145463460096
547,1248068144616310016
548,1248068112970210048
549,1248068026911670016
550,1248067953293169920
551,1248067909739579904
552,1248067865229619968
553,1248067825757029888
554,1248067766562810112
555,1248067571129050112
556,1248067560416910080
557,1248067528187739904
558,1248067509208610048
559,1248067501205799936
560,1248067501197370112
561,1248067501193189888
562,1248067501184800000
563,1248067501172250112
564,1248067357890789888
565,1248067305667310080
566,1248067200881179904
567,1248067117556969984
568,1248067080789740032
569,1248066952423069952
570,1248066930096790016
571,1248066752979889920
572,1248066609987520000
573,1248066571521700096
574,1248066434531500032
575,1248066382190739968
576,1248066144348539904
577,1248066113805730048
578,1248066094440600064
579,1248066050937230080
580,1248065944913509888
581,1248065863250400000
582,1248065863061769984
583,1248065791465009920
584,1248065723609550080
585,1248065691795810048
586,1248065679292499968
587,1248065672334180096
588,1248065659419980032
589,1248065619678899968
590,1248065609742650112
591,1248065609662860032
592,1248065602452930048
593,1248065599810439936
594,1248065549793440000
595,1248065435448160000
596,1248065432759589888
597,1248065423959940096
598,1248065423951589888
599,1248065423947399936
600,1248065423934810112
601,1248065419052809984
602,1248065413763579904
603,1248065325683419904
604,1248065251196750080
605,1248065248214560000
606,1248065244179630080
607,1248065168543820032
608,1248065143650449920
609,1248064885646190080
610,1248064756059200000
611,1248064754180069888
612,1248064725126180096
613,1248064667328620032
614,1248064559178540032
615,1248064477238409984
616,1248064473526459904
617,1248064473006370048
618,1248064440647290112
619,1248064435287030016
620,1248064422985090048
621,1248064389241949952
622,1248064335806700032
623,1248064331390089984
624,1248064249676640000
625,1248064222975709952
626,1248063966825319936
627,1248063949322350080
628,1248063946256450048
629,1248063809920499968
630,1248063800714109952
631,1248063730610550016
632,1248063707097309952
633,1248063660972549888
634,1248063597214749952
635,1248063532937050112
636,1248063486191520000
637,1248063421905600000
638,1248063349876809984
639,1248063344969430016
640,1248063272064090112
641,1248063222009250048
642,1248063143814799872
643,1248063116434380032
644,1248063114437939968
645,1248063112428819968
646,1248063110461690112
647,1248063108419120128
648,1248063105713779968
649,1248063104447109888
650,1248063103687899904
651,1248063099808219904
652,1248063097820140032
653,1248063095861370112
654,1248063090492610048
655,1248063028312059904
656,1248063007852300032
657,1248062998461240064
658,1248062950109260032
659,1248062933600440064
660,1248062759729850112
661,1248062694768420096
662,1248062678771180032
663,1248062515684290048
664,1248062485799689984
665,1248062345366159872
666,1248062345361920000
667,1248062345240169984
668,1248062345227559936
669,1248062345189789952
670,1248062345185639936
671,1248062270057449984
672,1248062246355369984
673,1248062094664219904
674,1248062092743259904
675,1248062090704809984
676,1248062088628649984
677,1248062063513080064
678,1248062063395500032
679,1248062063387099904
680,1248062063382909952
681,1248062063349400064
682,1248061978762970112
683,1248061965274099968
684,1248061954566099968
685,1248061941551150080
686,1248061908717949952
687,1248061856159150080
688,1248061844989890048
689,1248061826149080064
690,1248061591188369920
691,1248061589087030016
692,1248061586457100032
693,1248061584452260096
694,1248061501434409984
695,1248061483482680064
696,1248061414553440000
697,1248061090707229952
698,1248061048223079936
699,1248061018816819968
700,1248061014379279872
701,1248061004682080000
702,1248060986101250048
703,1248060955675810048
704,1248060899723800064
705,1248060842828090112
706,1248060769410970112
707,1248060711097400064
708,1248060653589410048
709,1248060583586530048
710,1248060579010370048
711,1248060566339379968
712,1248060483787269888
713,1248060361837880064
714,1248060282880039936
715,1248060282058020096
716,1248060273396780032
717,1248060224596000000
718,1248060157751369984
719,1248060063865920000
720,1248060000049570048
721,1248059985596160000
722,1248059911440750080
723,1248059880914729984
724,1248059793178340096
725,1248059782159689984
726,1248059782151280128
727,1248059782138720000
728,1248059729303280128
729,1248059713603790080
730,1248059622314749952
731,1248059579038089984
732,1248059576987120128
733,1248059576718640128
734,1248059524977659904
735,1248059476265110016
736,1248059470921580032
737,1248059430572300032
738,1248059402067869952
739,1248059387173829888
740,1248059307771360000
741,1248059292709609984
742,1248059292709560064
743,1248059292692819968
744,1248059241497349888
745,1248059233498619904
746,1248059100090340096
747,1248059031719209984
748,1248059013167610112
749,1248058978346690048
750,1248058899774820096
751,1248058815217649920
752,1248058752118540032
753,1248058725484529920
754,1248058725480300032
755,1248058724838710016
756,1248058724712760064
757,1248058656710680064
758,1248058643045469952
759,1248058642965750016
760,1248058626553639936
761,1248058511105410048
762,1248058465869680128
763,1248058416628750080
764,1248058400086190080
765,1248058400082030080
766,1248058400077779968
767,1248058395132940032
768,1248058392851160064
769,1248058300337400064
770,1248058241260630016
771,1248058075380100096
772,1248058073467549952
773,1248058071609479936
774,1248058069583640064
775,1248058067763290112
776,1248058065863229952
777,1248057992362289920
778,1248057974481969920
779,1248057918475229952
780,1248057904353200128
781,1248057805879170048
782,1248057783683089920
783,1248057768436620032
784,1248057749532999936
785,1248057724941860096
786,1248057713797590016
787,1248057689353009920
788,1248057674060549888
789,1248057674048009984
790,1248057674043820032
791,1248057656947780096
792,1248057656905880064
793,1248057623662000128
794,1248057573397299968
795,1248057571476250112
796,1248057557228440064
797,1248057555357760000
798,1248057392849400064
799,1248057322410249984
800,1248057314441070080
801,1248057306509720064
802,1248057272929900032
803,1248057272929900032
804,1248057272925700096
805,1248057272913110016
806,1248057243423180032
807,1248057239941850112
808,1248057192244179968
809,1248057184874880000
810,1248057177081819904
811,1248057108760790016
812,1248057076556940032
813,1248057070219409920
814,1248057069921430016
815,1248057068264849920
816,1248057066377400064
817,1248057060303960064
818,1248057058450160128
819,1248057057623689984
820,1248057057615350016
821,1248057057606919936
822,1248057030251770112
823,1248056933547899904
824,1248056825494170112
825,1248056791323290112
826,1248056764374880000
827,1248056729788610048
828,1248056679851269888
829,1248056619985829888
830,1248056610393469952
831,1248056559772620032
832,1248056557927109888
833,1248056556110870016
834,1248056554252879872
835,1248056507662360064
836,1248056507574279936
837,1248056507565929984
838,1248056507557540096
839,1248056507557530112
840,1248056507549110016
841,1248056484480470016
842,1248056484472039936
843,1248056484472039936
844,1248056483356359936
845,1248056483356359936
846,1248056483352209920
847,1248056398539140096
848,1248056398526569984
849,1248056398514020096
850,1248056398505639936
851,1248056398493060096
852,1248056398484659968
853,1248056398472069888
854,1248056398463640064
855,1248056259120699904
856,1248056222923790080
857,1248056122000329984
858,1248056044258880000
859,1248055897642990080
860,1248055701991229952
861,1248055658471020032
862,1248055550321080064
863,1248055548211279872
864,1248055546269380096
865,1248055534474970112
866,1248055527734540032
867,1248055422965009920
868,1248055379621220096
869,1248055373119930112
870,1248055372805370112
871,1248055372536930048
872,1248055327708320000
873,1248055283261289984
874,1248055173492110080
875,1248055157239300096
876,1248055141732960000
877,1248055139484610048
878,1248055108824450048
879,1248055056399830016
880,1248054737104019968
881,1248054708259950080
882,1248054618422149888
883,1248054566102469888
884,1248054556807889920
885,1248054548746340096
886,1248054540819150080
887,1248054500755049984
888,1248054488201440000
889,1248054355045100032
890,1248054227756179968
891,1248054227751990016
892,1248054195170810112
893,1248054054707749888
894,1248054049246769920
895,1248054047258660096
896,1248054045274749952
897,1248054043295040000
898,1248054042951119872
899,1248054041290119936
900,1248054039276859904
901,1248054017843810048
902,1248053880853629952
903,1248053655145710080
904,1248053648094949888
905,1248053514602830080
906,1248053509167049984
907,1248053490238309888
908,1248053412736000000
909,1248053368741700096
910,1248053170787320064
911,1248053124104890112
912,1248053091510830080
913,1248053043708519936
914,1248053038981370112
915,1248053021738769920
916,1248052965660689920
917,1248052956957680128
918,1248052680267719936
919,1248052634185070080
920,1248052626383610112
921,1248052566644029952
922,1248052540048059904
923,1248052535635719936
924,1248052462046629888
925,1248052406430159872
926,1248052379943079936
927,1248052329816920064
928,1248052290226759936
929,1248052201508890112
930,1248052201500509952
931,1248052201487920128
932,1248052201487879936
933,1248052024341659904
934,1248051998554909952
935,1248051998550680064
936,1248051998538080000
937,1248051966120430080
938,1248051753540440064
939,1248051753532059904
940,1248051753523610112
941,1248051696560829952
942,1248051640684470016
943,1248051576729560064
944,1248051576721129984
945,1248051561630180096
946,1248051558358660096
947,1248051475911069952
948,1248051434001740032
949,1248051372563389952
950,1248051300778020096
951,1248051089770860032
952,1248051059865430016
953,1248050880139549952
954,1248050756088780032
955,1248050755107350016
956,1248050704578520064
957,1248050637771810048
958,1248050548995239936
959,1248050536441479936
960,1248050520419259904
961,1248050505869380096
962,1248050390337120000
963,1248050328672430080
964,1248050292874249984
965,1248050223370259968
966,1248050223361840128
967,1248050100326240000
968,1248050092441029888
969,1248050091757199872
970,1248050077467160064
971,1248050000917139968
972,1248049882474129920
973,1248049789482210048
974,1248049662797339904
975,1248049541926040064
976,1248049538830479872
977,1248049538826299904
978,1248049526059010048
979,1248049512628849920
980,1248049510640689920
981,1248049508648399872
982,1248049506672940032
983,1248049504689050112
984,1248049401093819904
985,1248049376582409984
986,1248049354432219904
987,1248049301315559936
988,1248049259825349888
989,1248049259686980096
990,1248049259628250112
991,1248049259619840000
992,1248049243375480064
993,1248049230406720000
994,1248049121858129920
995,1248049030913050112
996,1248049008712590080
997,1248049005302550016
998,1248048992069360128
999,1248048990010119936
1000,1248048925992499968
1001,1248048863459539968
1002,1248048743120809984
1003,1248048729699030016
1004,1248048674409720064
1005,1248048632969880064
1006,1248048632961459968
1007,1248048632957260032
1008,1248048632936300032
1009,1248048629115389952
1010,1248048613185459968
1011,1248048540074609920
1012,1248048528796130048
1013,1248048497053609984
1014,1248048392170700032
1015,1248048226026080000
1016,1248048156635310080
1017,1248048118702080000
1018,1248048118672719872
1019,1248048118668460032
1020,1248048118664329984
1021,1248048064096549888
1022,1248048005753769984
1023,1248048000137639936
1024,1248047864485469952
1025,1248047855241240064
1026,1248047838908509952
1027,1248047686919610112
1028,1248047628585220096
1029,1248047575418060032
1030,1248047553871930112
1031,1248047528744019968
1032,1248047458179049984
1033,1248047413748699904
1034,1248047384044630016
1035,1248047373554800128
1036,1248047207388869888
1037,1248047206088740096
1038,1248047177026269952
1039,1248047093056440064
1040,1248047010625860096
1041,1248047003717850112
1042,1248047001662609920
1043,1248046999057860096
1044,1248046940681449984
1045,1248046925976420096
1046,1248046894602800128
1047,1248046894598609920
1048,1248046894581860096
1049,1248046894569289984
1050,1248046894565060096
1051,1248046894531480064
1052,1248046894527310080
1053,1248046894523099904
1054,1248046894518909952
1055,1248046894489550080
1056,1248046894405710080
1057,1248046894405680128
1058,1248046894380489984
1059,1248046894363760128
1060,1248046894355369984
1061,1248046782971549952
1062,1248046590306200064
1063,1248046493031960064
1064,1248046262290729984
1065,1248046257785969920
1066,1248046198759529984
1067,1248046146192280064
1068,1248046007788750080
1069,1248046002134799872
1070,1248046001568529920
1071,1248045998284430080
1072,1248045996279460096
1073,1248045994266309888
1074,1248045989749040128
1075,1248045987760910080
1076,1248045985751800064
1077,1248045983902109952
1078,1248045981997949952
1079,1248045975047790080
1080,1248045975047790080
1081,1248045975043630080
1082,1248045975018419968
1083,1248045975014269952
1084,1248045974624189952
1085,1248045974620009984
1086,1248045974619960064
1087,1248045974615780096
1088,1248045974611559936
1089,1248045952109329920
1090,1248045880063729920
1091,1248045841509680128
1092,1248045690875490048
1093,1248045666414350080
1094,1248045656037629952
1095,1248045503486530048
1096,1248045485056649984
1097,1248045482175330048
1098,1248045463393139968
1099,1248045461744679936
1100,1248045347730939904
1101,1248045301228689920
1102,1248045244135990016
1103,1248045213123320064
1104,1248045183754739968
1105,1248045171842759936
1106,1248045041232349952
1107,1248045040603190016
1108,1248045039713829888
1109,1248045036224339968
1110,1248044953713769984
1111,1248044871857750016
1112,1248044789993329920
1113,1248044786440780032
1114,1248044785056829952
1115,1248044735534640128
1116,1248044578541720064
1117,1248044553606550016
1118,1248044553598170112
1119,1248044553593949952
1120,1248044553581380096
1121,1248044491849829888
1122,1248044486904679936
1123,1248044480479010048
1124,1248044416545240064
1125,1248044415773370112
1126,1248044415420999936
1127,1248044415249080064
1128,1248044414909299968
1129,1248044414838000128
1130,1248044396320300032
1131,1248044242993159936
1132,1248044242938639872
1133,1248044242938629888
1134,1248044242934459904
1135,1248044242930249984
1136,1248044205210919936
1137,1248044150047549952
1138,1248044126752430080
1139,1248044051900669952
1140,1248044009462759936
1141,1248043928848199936
1142,1248043858858070016
1143,1248043835487170048
1144,1248043819372859904
1145,1248043670756039936
1146,1248043627244290048
1147,1248043619161900032
1148,1248043563696509952
1149,1248043541877619968
1150,1248043527851990016
1151,1248043474164669952
1152,1248043462072640000
1153,1248043388672320000
1154,1248043384301740032
1155,1248043264294309888
1156,1248043138721120000
1157,1248043129241920000
1158,1248043061982170112
1159,1248042890456120064
1160,1248042874605730048
1161,1248042827344280064
1162,1248042804615539968
1163,1248042802396539904
1164,1248042708662240000
1165,1248042658011980032
1166,1248042645944859904
1167,1248042603809050112
1168,1248042563514269952
1169,1248042420048209920
1170,1248042294512580096
1171,1248042238615180032
1172,1248042129349329920
1173,1248041987707729920
1174,1248041987594429952
1175,1248041919617220096
1176,1248041793284910080
1177,1248041793184310016
1178,1248041601319840000
1179,1248041506830680064
1180,1248041494801509888
1181,1248041397497860096
1182,1248041015132460032
1183,1248040924921370112
1184,1248040859544649984
1185,1248040759594370048
1186,1248040711901100032
1187,1248040697296539904
1188,1248040633920640000
1189,1248040410053839872
1190,1248040394140590080
1191,1248040394111269888
1192,1248040275789979904
1193,1248040221075069952
1194,1248040190502810112
1195,1248040174300189952
1196,1248040159708359936
1197,1248040068423569920
1198,1248040039428300032
1199,1248039996487010048
1200,1248039993798510080
1201,1248039887808460032
1202,1248039883999940096
1203,1248039590637809920
1204,1248039568714149888
1205,1248039546500960000
1206,1248039420407810048
1207,1248039418503529984
1208,1248039357912699904
1209,1248039338979379968
1210,1248039268024529920
1211,1248039228727930112
1212,1248039215943820032
1213,1248039190895439872
1214,1248039176127340032
1215,1248039171568130048
1216,1248039075870700032
1217,1248039073480049920
1218,1248038964985870080
1219,1248038958409210112
1220,1248038822971150080
1221,1248038642850789888
1222,1248038434897309952
1223,1248038416073319936
1224,1248038400562619904
1225,1248038192978240000
1226,1248038131338810112
1227,1248038096060420096
1228,1248038056034269952
1229,1248038015039130112
1230,1248037781487709952
1231,1248037595101169920
1232,1248037590457969920
1233,1248037552457679872
1234,1248037265382810112
1235,1248037258835490048
1236,1248036852457750016
1237,1248036710988080128
1238,1248036709872389888
1239,1248036522483500032
1240,1248036469228349952
1241,1248036414593240064
1242,1248036163732100096
1243,1248036107666840064
1244,1248036008454540032
1245,1248035999151689984
1246,1248035997297840128
1247,1248035968797540096
1248,1248035926447520000
1249,1248035910228349952
1250,1248035793823830016
1251,1248035761427020032
1252,1248035664375030016
1253,1248035643789390080
1254,1248035594598560000
1255,1248035535953809920
1256,1248035534951280128
1257,1248035513333769984
1258,1248035476600049920
1259,1248035418005629952
1260,1248035405741560064
1261,1248035311470490112
1262,1248035137889200128
1263,1248035120315079936
1264,1248035071627529984
1265,1248035033585159936
1266,1248035009308450048
1267,1248034797567350016
1268,1248034761446230016
1269,1248034757058929920
1270,1248034736234210048
1271,1248034699697700096
1272,1248034659302330112
1273,1248034630617440000
1274,1248034522693700096
1275,1248034492696150016
1276,1248034394352339968
1277,1248034352056940032
1278,1248034295857459968
1279,1248034213657440000
1280,1248034189183729920
1281,1248034136490720000
1282,1248034099677270016
1283,1248034032690089984
1284,1248033931338779904
1285,1248033813071940096
1286,1248033809100090112
1287,1248033804561850112
1288,1248033796227830016
1289,1248033795779040000
1290,1248033775142889984
1291,1248033735892760064
1292,1248033733661289984
1293,1248033592866789888
1294,1248033576244740096
1295,1248033557521580032
1296,1248033555780960000
1297,1248033469151810048
1298,1248033443549600000
1299,1248033325723369984
1300,1248033170819130112
1301,1248033068373299968
1302,1248032995904290048
1303,1248032919630860032
1304,1248032865591460096
1305,1248032748054459904
1306,1248032707688329984
1307,1248032619243200000
1308,1248032576637449984
1309,1248032370738990080
1310,1248032363671520000
1311,1248032325369299968
1312,1248032310131330048
1313,1248032241977939968
1314,1248032215742720000
1315,1248032165167680000
1316,1248032165163450112
1317,1248032165159290112
1318,1248032043193250048
1319,1248032039795739904
1320,1248032026797590016
1321,1248031957788829952
1322,1248031839177989888
1323,1248031811810269952
1324,1248031696802510080
1325,1248031651868930048
1326,1248031566493819904
1327,1248031152872489984
1328,1248031125777370112
1329,1248031074636009984
1330,1248031044130889984
1331,1248030910034800128
1332,1248030867089280000
1333,1248030812999749888
1334,1248030708578299904
1335,1248030666958289920
1336,1248030498770899968
1337,1248030303475709952
1338,1248030298752900096
1339,1248030288741110016
1340,1248030255073230080
1341,1248030227974030080
1342,1248030227533400064
1343,1248030054266749952
1344,1248029877477029888
1345,1248029832006360064
1346,1248029734962860032
1347,1248029639966109952
1348,1248029617069360128
1349,1248029503894380032
1350,1248029401628869888
1351,1248029381286599936
1352,1248029135840079872
1353,1248028995955950080
1354,1248028893132590080
1355,1248028852896430080
1356,1248028822143990016
1357,1248028790338380032
1358,1248028763356570112
1359,1248028716317329920
1360,1248028666451429888
1361,1248028597110980096
