,0,1,2
10,2020-02-19T18:01:16.000Z,1230190631248592899,"The main target of the Kaleshwaram Lift Irrigation Project is to harness the flood waters of the Godavari River so that Telangana can be made drought-proof.
Jai telangana.@JAGANTRS @ChandanTRS @VenuGoudTRS @KTRTRS https://t.co/7oUfEreeO5"
11,2020-02-19T17:59:29.000Z,1230190178930712581,"@JAGANTRS @KTRTRS Kaleshwaram,The main target of the Kaleshwaram Lift Irrigation Project is to harness the flood waters of the Godavari River so that Telangana can be made drought-proof"
12,2020-02-19T14:32:42.000Z,1230138141832548358,"@yadavtejashwi Thank you respected PM for liking famous Bihari delicacy!

Since Bihar CM can’t ask, I would like to draw your kind attention towards Bihar’s legitimate share pending since quite long:

❗Special Status
❗Funds of special package
❗Flood relief fund
❗Funds of “Ayushman Bharat”"
13,2020-02-19T14:32:33.000Z,1230138104150994944,"Thank you respected PM for liking famous Bihari delicacy!

Since Bihar CM can’t ask, I would like to draw your kind attention towards Bihar’s legitimate share pending since quite long:

❗Special Status
❗Funds of special package
❗Flood relief fund
❗Funds of “Ayushman Bharat” https://t.co/nDyCoQAf1O"
14,2020-02-19T09:54:15.000Z,1230068067222208513,"Remission was given to peasants when the harvest failed during times of flood or drought. Akbar's dahsala system (also known as zabti) is credited to Raja Todar Mal, who also served as a revenue officer under Sher Shah Sur"
15,2020-02-19T09:47:38.000Z,1230066402347880448,@SushilModi Why it is not done yet?? Whole country have seen the condition of Patna in last year's flood. First improve the condition of Sewer lines.
16,2020-02-18T20:57:35.000Z,1229872614820151299,"Marketime: Flood of transforming influence pours https://t.co/dqvPiwHXE7 @NathTusar
Harnessing Western Philosophy for Self-Management SAMSMRITI 2016 https://t.co/YGoEhdLyp7
Reimagining &amp; Refashioning Integral Management Nitte 2015 https://t.co/9IaBwJNfVI
#SriAurobindo #WorldUnion https://t.co/h0M1PU8wpP"
17,2020-02-18T10:46:02.000Z,1229718712007176192,"I have been planning for Kerala since long, last year I had my flight done and then had to cancel because of the flood issues, then had plans for Trivandrum which got cancelled as well, but after all the chaos, here is me,…

📸 https://t.co/ULIWvdVo98 via https://t.co/WH13SYtBF6 https://t.co/nBbtIA1qqs"
18,2020-02-18T09:41:16.000Z,1229702412644081666,"#Nazar a beautiful show's wonderful season comes to an end...
One of show in flood of TV serial, reality shows, web series and other stuff I love to watch only coz of different concept from others. 
@niyati_fatnani @harsshrajput @ADhawan2305 @AsliMonalisa @sumitkaul10 #Nazar2"
19,2020-02-18T08:42:31.000Z,1229687627864870917,"Omg Flood in uk 
@birmingham_live @birminghamcg22 @BirminghamMela @BCFC @Nirmalsidhuuk https://t.co/jOfPWzyDnO"
20,2020-02-18T07:20:39.000Z,1229667024802021376,"@sandeepbudki @r3dash @TechnologyJock Or the two of them are purposely launching in close proximity. Create the competition, let is exist, but defeat it, and then say you are the best.

OPPO, Vivo, and Realme purposely flood the 10-20K segment like this with identical phones.

A,B, or C, money will ultimately go to Z"
21,2020-02-18T05:51:50.000Z,1229644671489597440,"What is the appropriate behavior for a man or a woman in the midst of this world, where each person is clinging to his piece of debris? What's the proper salutation between people as they pass each other in this flood"
22,2020-02-17T15:01:48.000Z,1229420687355301888,"@prashamparikh Or the two of them are purposely launching in close proximity. Create the competition, let is exist, but defeat it, and then say you are the best.

OPPO, Vivo, and Realme purposely flood the 10-20K segment like this with identical phones.

A,B, or C, money will ultimately go to Z"
23,2020-02-17T03:31:21.000Z,1229246930456236032,"Finally, an admission by CIDCO! Panje wetland, also supposed to be a flood controlling holding pond, has been handed over to Reliance! #DestroyNatureDestroyMumbai https://t.co/2b71fbk1aT"
24,2020-02-17T01:56:49.000Z,1229223143463620609,"If you are in #Mumbai today, do flock to the @WIFAOfficial Cooperage Stadium for a mouth watering clash between #IndianArrows and @eastbengalfc who will face off in a tough encounter under the flood lights at 7.00 pm.

@EBRPFC @jha_tarkesh @BlancoShivam @tubewireinc @KhelNow"
25,2020-02-16T16:21:06.000Z,1229078257321967617,".@LtGovDelhi Pls direct @official_dda to immediately remove this debris frm flood plains.#Yamuna is already dying,this kind of negligence/inaction will further precipitate the crisis @ngtmcyamuna2 @CPCB_OFFICIAL @moefcc @PrakashJavdekar @climate_delhi @LiveNewDelhi @YamunaRevive https://t.co/Ma1kF5vqGz"
26,2020-02-16T01:27:03.000Z,1228853260959637504,@dhanyarajendran Ma'm I think you missed Ashiq Abu -Rima Kallingal's story -Non remittance of money to CM relief fund collected in the name of Kerala flood relief. Is that bcoz your best friend Rima is involved or you people share same ideology or it's a mix of both?
27,2020-02-15T19:13:23.000Z,1228759226677415943,"@BaagRafiuddin @Naveenbasoda @UmarKhalidJNU Savarkar 'criminally betrayed' Netaji &amp; his INA by siding with th British rulers

He rejected outrightly Netaji’s attempts 2liberate India

Savarkar called upon Hindus “to flood th British army,with millions of Hindu warriors wth Hindu Sanghatanist hearts”
https://t.co/dOldLBHBzz"
28,2020-02-15T14:00:28.000Z,1228680479227777025,"Last day 
Last chance to make it on top of trending list  and show our love for #AsimRiaz #AsimDeservesTrophy
Come on guys let's start flood of tweets in love of our hero #AsimForTheWin https://t.co/56xHP2mxQ0"
29,2020-02-15T12:43:28.000Z,1228661101128110080,"Onions, flood irrigating once before starting to use sprinklers. https://t.co/EimtB9SvBZ"
30,2020-02-15T08:08:19.000Z,1228591855790505984,"@abhiwrites_ Indeed, when we start quoting indian tech pay, internet would flood with tears. #KnowYourWorth"
31,2020-02-15T05:01:13.000Z,1228544772794503168,@AprajitaSarangi RESPECTED DCS JUHAAR WORKING AS PER FLOOD WATER MANAGEMENT IS ESSENTIAL ANYWAY TODAY IS INTERNATIONAL CHILDHOOD CANCER DAY DETECTION &amp; PREVENTION IS ESSENTIAL REST YOU KNOW BETTER THAN ME JAI JAGANNATH JMS JB JJ JK MSMP JI 😀🤩🤫🙏🙏🤝💐☀🥥🍎🍓🚑
32,2020-02-14T21:21:06.000Z,1228428980161613824,"https://t.co/sCGWzPZv9J
Lots of British youtubers speak with an American accent. Are they pretending so that they can have a bigger audience or is that their true accent?"
33,2020-02-14T19:22:17.000Z,1228399079480160256,"In the name of ILLEGAL IMMIGRANTS FROM BANGLADESH GOVT &amp; BBMP targeted Flood victim who had taken shelter for survival &amp; made them HOMELESS OVERNIGHT &amp; demolished their Huts leaving them.
@BBMPCOMM
@BBMP_MAYOR
https://t.co/WRZ9e23aqF"
34,2020-02-14T19:09:26.000Z,1228395842739957761,"In the name of ILLEGAL IMMIGRANTS FROM BANGLADESH GOVT &amp; BBMP targeted Flood victim who had taken shelter for survival &amp; made them HOMELESS &amp; demolished their Huts leaving them homeless on the roads. Please join &amp; pray for my efforts in getting justice👇👇
https://t.co/WRZ9e23aqF"
35,2020-02-14T12:09:04.000Z,1228290056814723073,"A short worthy exploration in Jaipur’s old city can flood your senses with amazing Colors and daily life. 

Write us for more information. 

#turbanadventures #travel #journey #adventure @ Jaipur, Rajasthan https://t.co/R7UupJb7sh"
36,2020-02-14T05:20:23.000Z,1228187208487620609,"How can be a Dr like @drkafeelkhan  danger for National security.. he has saved many life in past, he reached to help poor people whether it is matter of Bihar during flood or Muzaffarpur and other states.. he helped people wherever SOS required https://t.co/grievW20AR"
37,2020-02-13T17:55:43.000Z,1228014904675713030,"@ArchanaTaide @ashish30sharma"" High tide of love would flood you both – Loosen your anchor. Waves galore in the high wind – The heart sways incessantly, You fanatical sailor Mystify all directions, Hoist your sail.""
wish u both very happy valentine day.. https://t.co/7ApmH1EICF"
38,2020-02-13T17:06:44.000Z,1228002579965071360,@VenkyBp @YuvAsGowdA @IshwerLkt That's y ..UK ppl got flood relief fund😁😁😂
39,2020-02-13T15:00:27.000Z,1227970796322050049,"Tsunami struck many times
Many times the drought killed the lack of water.
Sometimes in Nepal, sometimes in Andaman,Nicobar Islands, flood ravages killed many states
But all those who were helped by the true deal were inspired by the revered @Gurmeetramrahim ji.#HeroesOfHumanity https://t.co/NOVPDZTakV"
40,2020-02-13T12:03:38.000Z,1227926298644766725,"Toilet Gas Sadak diya
Electricity, jal se nal, lowcost housing diya
Bank acc Mediclaim OROP diya

NO VALUE

Loan, Loan waiver do
MSP drought relief flood relief do
Muft/stolen bijli do

HUM Tax nahi denge
rasta/rail rokenge
bus jhalayenge

#Delhi #delhiwithmodi #Delhielection 2/2"
41,2020-02-13T09:25:57.000Z,1227886618809253888,@pureodiasaswata @OdiaCulture Had seen one Tamil movie in around 2001 starring Ashrumochan in short role with story revolving around water scarcity n TN n flood in Odisha. He had some Odia dialogues too. Even Telugu Vikramarkudu (remade as Rowdy Rathore) has an Inspector Mahanti character
42,2020-02-13T03:11:33.000Z,1227792396995268608,I want to meet those %^*+holes who create the #goodmorning message images. They simply flood my #WhatsApp every single morning. God please help me.
43,2020-02-12T23:27:46.000Z,1227736079278600193,@mepratap @narendramodi @AmitShah @BSYBJP Nimge neev hoglko beku flood relief yelli innu full bandilla tax gst share yellu
44,2020-02-12T00:51:55.000Z,1227394870194532352,"@jkkharat @BDUTT @ArvindKejriwal The ""free""  supply chorus cacus  would flood the streets on delhi on 15 August , because, to them freedom too had come free  in return for subserving British imperialists drng wars  downplaying true freedom fighters &amp; cynically portray neutrals inversely as shoe lickers&amp;fascists"
45,2020-02-11T19:52:36.000Z,1227319544974389248,"WST- Water and soil technology to rejuvenate nature without using any chemicals and biology we will clean with in 3 mounts by naturally water testament. 
We need only government work orders for clean water . https://t.co/TKLoTEfAvu"
46,2020-02-11T08:12:17.000Z,1227143302656528384,Kacchas got swept in the flood of people’s mandate for @AamAadmiParty. Huge victory for the muffler man @ArvindKejriwal ! Congratulations are in order.
47,2020-02-11T04:17:20.000Z,1227084175657897984,"@nehabhujang Yeah, he rambled because of a combination of his shitty past and feeling emotional. Not everybody can be well choreographed accepting an award they've probably pursued from the time their career in film kicked off, then his shitty past, the loss of his brother. It's a flood!"
48,2020-02-10T07:55:31.000Z,1226776695677390848,"@darbhanga_dm  @thiyagarajansm2 represented Bihar at two-day regional workshop on disaster mitigation organised by #NDMA in Bhubaneswar. ""Presentation of case study on flood"" was his topic. As many as 6 states prone to disasters like flood, earthquake, cyclones are participating. https://t.co/QQV8YkFSg5"
49,2020-02-10T03:02:31.000Z,1226702959578234881,"@BBMPCOMM @BBMPSWMSplComm @BBMPSWMJtComm @BBMP_MAYOR @CMofKarnataka 
One of the main reason for blockage of drains and flood on the road. Most of the area it's is like this. https://t.co/HzjzH1Kq0V"
50,2020-02-09T13:07:22.000Z,1226492789480775681,"‘Who are you showing your strength?’: Raj Thackeray asks anti-CAA protestors via @htTweets https://t.co/v2ycPxyMyq, We need more such voices but in a disciplined way. Ht of arrogance behind #UnnecessaryCAAProtests exposed. SM shud be flood with pro CAA msgs but in dignified way."
51,2020-02-09T09:36:11.000Z,1226439640313319424,#Wuhan is a challenge for China. 1911 Chinese revolution started from this city &amp; the worst flood of china in Wuhan which killed millions in 40s.The leadership which seems so strong some year back now has #tradewar with #USA #Xinjiang problem #HongKongProtests and  #Coronavius
52,2020-02-08T16:20:21.000Z,1226178967188758528,Sky n Sun ! Plot n Paint every dawn a new vista that borders on changing hues by every minute till the golden rays flood the horizon n bring a new hope. Needs to be repeated better by the stroke of sunshine.… https://t.co/Vjpk3IbiB1
53,2020-02-07T19:16:40.000Z,1225860950290419712,"@ajavgal But they're just worried about their ranking? :( 

Wish they say ""Govt data on flood relief funds requirements ignored"""
54,2020-02-07T17:47:30.000Z,1225838512101978112,Heard that BJP will flood booths with bhakts so voters will get tired of waiting. I want to call out to all to not give up. Exercise your right to claim #DelhiElections2020   In solidarity with #ShaheenBagh
55,2020-02-07T11:59:30.000Z,1225750932509483008,Nice edit bro..keep rocking...flood in more edits #100DaysToGoNTRBirthdayDesigns #KomaramBheemNTR #RRROnJan8th #RRRMovie #RRR https://t.co/ZuW4qzrOUh
56,2020-02-07T11:15:57.000Z,1225739971685806080,"CM  N. Biren Singh on 6 February inaugurated the flood light system at Khuman Lampak Main Stadium, Imphal. He also inaugurated the RK Jaichandra Singh Manipur Youth League 2020. During the same event an exhibition match was played between Chief Minister XI and Chief Secretary XI https://t.co/OfGU6NLs8t"
57,2020-02-07T10:51:03.000Z,1225733709103599616,"#DelhiElections2020 
Election Commission of India stipulates end of political campaing before a VotingDate

Modi&amp;Godi media:

his[parliament]constituency was voting&gt;godi media telecasted his Kedarnath's cave stay in full force

he never visited #Kerala during devastating flood.."
58,2020-02-07T03:50:06.000Z,1225627773294628865,@MumbaiPolice Lots Auto rickshaws going in the wrong way everyday near Kandivali West railway crossing footbridge. Auto Wala’s flood the road and hardly leave any space to walk! https://t.co/4YzBGfKTAG
59,2020-02-07T00:29:16.000Z,1225577230715088896,Indeed . He was brilliant in passing and game sense. It was an exhibition match prior Grand opening of Manipur Youth league aswell flood light in khumanlampak stadium. https://t.co/z7mdyu1Nqq
60,2020-02-06T14:01:33.000Z,1225419262195466241,"Why not forcibly eject the idiots of #ShaheenBaghProtests and similar such protests else where. Or flood the area with water. Even after PM making it clear in both LS &amp; RS today about the lies being spread by congress, still protests r going on. Why? @HMOIndia"
61,2020-02-06T02:45:01.000Z,1225249006235746305,"@AMIT_GUJJU @PoliticalKida @timesofindia @BJP4India @AmitShah @narendramodi @amitmalviya Even if today if BJP can flood Delhi with hoardings of above and big Video hoardings of below , with *confirming freebies would continue* it can pull a surprise. https://t.co/amY8TcejVd"
62,2020-02-05T06:24:40.000Z,1224941893462589440,"We're at the Capacity Building Workshop on Flood Forecasting and Early Warning System for the City of Kolkata! Currently discussing the challenges faced for flood control @RwiteeMandal @shreyavb

#WednesdayWisdom @ADB_HQ https://t.co/ZdcTfMHWTf"
63,2020-02-04T16:37:59.000Z,1224733853559902209,@soumyya_debnath @geekyranjit At this time of the year there will be a flood of new phones every month. I would say the midrange devices strike the better balance. Use for 2yrs upgrade to latest . Do not spend more than 20k on phone. Talking from exp. Save some bucks for life too n go on a holiday .. 🙂
64,2020-02-04T08:18:56.000Z,1224608263934824449,"2018 - flood and 2020 - Novel Coronavirus. Kerala tourism badly affected, hotel bookings cancellations. The govt.taking proper precaution for their people. @Archanagsanap2 @rautarchanared1 @DrVrushaliRaut @Nishigandha269 @madhuri47060902 @patilarchana https://t.co/jViaRCe8XO"
65,2020-02-04T05:47:18.000Z,1224570104148582400,"""India’s flood relief outreach to Madagascar will be followed up this week by the visit of the island state's Defence Minister's visit to Lucknow and Delhi — the first such high level visit since India incorporated Madagascar into the IOR"" https://t.co/4X0Xe9DDuB"
66,2020-02-04T01:48:57.000Z,1224510121352540160,"Stephen King quits Facebook over ‘flood of false information’ and privacy concerns

https://t.co/v68H8FuEbY"
67,2020-02-03T11:11:55.000Z,1224289409073217536,"Real India doesn't live in these metropolitan cities.If only these media &amp; some politicians understand.
The kind of flood states like Bihar &amp; Assam face every year, is far more dangerous that Mumbai alone. 
Even now they r stuck at few 2-3 places &amp; talking like it's whole India🙄 https://t.co/PK0njCIfn6"
68,2020-02-03T07:37:34.000Z,1224235463508033536,"@saaniyaabbas @ShamsAleemAhmed @Ambreenzaidi @IndiasMuslims As for majority coming here, it's purely because the choices that they made turned bad and now they want to flood you again. Who will feed them? Where are the resources? How long acn it continue? You know the Nos of illegal non persecuted people already here?"
69,2020-02-02T12:23:24.000Z,1223945007368769536,"So, 2013 these trippers thot am a cook in himalayas...some still cant convince themselves...that i had a life before 2013 stunt..
#and it was man of the steel, chennai Express, uttrakand flood etc release time..
#and it was that Alexander river.. 
 https://t.co/3JYcqSIUEa"
70,2020-02-02T03:27:23.000Z,1223810116769599488,"RYMEC has helped the needy at the time of flood by raising funds of 4 lakhs rupees and by cleaning the 2 govt schools after flood in the year 2019. The students have constructed Anganwadi in a village. This college was awarded as the best project of the year!

#yuvasummit2020 https://t.co/o3HtyRbgjt"
71,2020-02-01T17:02:48.000Z,1223652933822119936,"After harvest will come flood. I earlier told that it is the decision of God whether there should be flood or not. But now u say that there will be flood. Cannot say whether there will be ""Maha Pralaya/Grand Flood"" or ordinary flood. Grand flood removes lords &amp; gods &amp; everything."
72,2020-02-01T16:58:11.000Z,1223651770166956032,"Lot of things happened which I hate. Around 1 1/2 years back, I declared flood but withdrew it when my anger subsided. Now is the punishment stage. After that will come real harvest. Now religions r doing harvest which is fake &amp; have perguitory like Hitler's concentration camps."
73,2020-02-01T16:55:29.000Z,1223651091054620676,decided to bring 'The Flood' like that happened st the time of Noah. This time it will be 'Fire' as per Abrahamic religions &amp; Hinduism (pralayagni). I have seen the dream or vision decades back. It was one in a series of many visions &amp; dreams. I told about the tsunami at 8am IST!
74,2020-02-01T12:41:23.000Z,1223587144750505992,"Watch: As New Delhi reaches out flood-ravaged Madagascar under operation Vanilla, PM of the East African country Christian Ntsay thanks India for the help; Says Indian navy's presence a ""welcomed one"" https://t.co/VKDRrr4phR"
75,2020-02-01T07:12:26.000Z,1223504363483566080,"World Disasters at a Glance: -
Australia: - wildfire.
Brazil: - Flood.
China: - Coronavirus.

India: - BJP (Sanghi)😢 https://t.co/Q7A6Lxt3DY"
76,2020-02-01T02:10:31.000Z,1223428383163371521,"The flood of news on the #coronavirus is creating a confusing landscape for the watching public.
#misinformation #coronavirusindia https://t.co/FfxObiO93D"
77,2020-02-01T00:16:10.000Z,1223399606463029249,"@rsprasad Sir, Why not govt make a law to ensure SC is not burdened due to the flood of PILs as it will indirectly cost govt. The anti nationals are using this as weapon to slow govt processes. Those people who file PILs have made it a business to bother govt routinely.
@PMOIndia"
78,2020-01-31T15:51:58.000Z,1223272721917702151,"Muslims   ntellectuals must think u had taken Pakistan in 1947 &amp; due to indiscipline, Islamik Terrorism corruption, flood of population Pakistan unable to pay interest on loan u r working to convert India into Islamik nation with Help of corrupt/Jaichand politicians"
79,2020-01-31T14:41:36.000Z,1223255012295364612,"Cabinet expansion yavaga. Development yavaga, cheque bounce stop yavaga, yavaga, flood relief fund yavaga,  not getting answers. @Kanagalogy https://t.co/WIBOa9d8fd"
80,2020-01-31T12:30:27.000Z,1223222005593444357,#GSTR9Cextension just flood the @cbic_india with the tweets of problems we are facing on portal.
81,2020-01-31T11:20:52.000Z,1223204495254966273,"Next Talk is on ""Flood &amp; Other Disaster forecasting using Predictive Modelling and Artificial intelligence"" by Akshit Priyesh, Data Scientist @Capgemini @Analyticsindiam #MLDS2020 https://t.co/S71l1d0LdE"
82,2020-01-31T08:32:20.000Z,1223162083115560960,"What happened to this world !

Australia 🇦🇺    Wildfires
China.      🇨🇳   Coronavirus
Brazil        🇧🇷   flood
India         🇮🇳   BJP https://t.co/ebgaD8njU9"
83,2020-01-31T05:18:29.000Z,1223113298725392385,"Authenticity of claims from CCE in Agriculture can be verified using sat image processing to help field staff. This helps in recovering false claims.Similar use cases include flood monitoring, bushfire monitoring &amp; motor claims @GuptaAmitansh @Analyticsindiam #mlds2020 https://t.co/Iv2s5y7Bni"
84,2020-01-30T12:40:38.000Z,1222862181022105600,"Extremely positive! Should open the flood gates for return of misguided youth towards positivity, building a better future for themselves, society &amp; ppl in general. 👏👏👍🏽👍🏽@AmitShah #KashmirNormalcy #Kashmir @ChinarcorpsIA @adgpi https://t.co/vA2iQHx1df"
85,2020-01-29T19:12:06.000Z,1222598308654284800,"@Rahul99679963 @kaynair @MinhazMerchant @OfficeofUT @AshwiniBhide And you pay for all the extra flooding that will happen from concretizing the whole of Aarey, because we all know it's not going to stop at a single Metro car-shed. If you don't know how it'll flood, please read upon how cutting forests cause flash floods in areas around it."
86,2020-01-29T16:57:34.000Z,1222564453037690880,"@ARanganathan72 @TimesNow @navikakumar Ha ha!head pooraah creative brain coming out of mouth is Ganges flood , of snubs ,opponents run away for sure! You are mind blowing"
87,2020-01-29T16:02:52.000Z,1222550687608795136,"US Carrier Groups deplete! WMD (Weapons Of Mass Destruction) is also available. Don't challenge one who can vanish this bio planet. But I love people &amp; have decided to make earth as one of my base stations if ""Flood"" won't destroy it or I not vanish it. Evaporation contains water"
88,2020-01-29T13:46:29.000Z,1222516366386679808,"Get clear vision even during your foggy winter nights.
Switch to Relaxo flood lights.

#relaxolighting #ledlights #floodlights #distributors #leddealers #lights #winternights #foggynight #lights #ledlight #clearvision #delhi #newdelhi https://t.co/zM4EwIFZEl"
89,2020-01-29T13:35:41.000Z,1222513648385449984,"Modi Govt Photoshops @PIB_India

PM Modi Survey Photo;  Twitter Delivers A Flood Of Memes
Twitter Quick To Spot Deception By Modi Govt Photoshops Ltd, But Not Yet Apologised.

 https://t.co/UFPFDySvrN https://t.co/H0ecrRxUTl"
90,2020-01-29T10:12:26.000Z,1222462496352530435,"Is not acceptable thing. Guideline which try they made not friendly.
Many people who lost their documents in recent flood and natural disasters.

#PACL database has the how much money is collected from people, just #Lodha committee has to collect their bank account details"
91,2020-01-28T17:24:43.000Z,1222208899408744448,India deploys INS Airavat to flood-ravaged Madagascar for humanitarian assistance https://t.co/QI7yKzvkb5  @wionews
92,2020-01-28T15:07:42.000Z,1222174417897177088,"Madagascar floods: Indian navy launches Op Vanilla, INS Airavat diverted to provide support to the flood ravaged country https://t.co/zzYUQ4uG9P"
93,2020-01-28T09:11:59.000Z,1222084895620698112,"Memes : Tag four friends who need to see this We can doubt ourselves abilities to do so many things, before we've even attempted it. We tell ourselves we can't do that job, we can't get into that school.

Video kristen flood
Caption: @JayShettyIW https://t.co/u3pPbLqwEd"
94,2020-01-27T12:55:32.000Z,1221778767514718209,"Let's Send a ""Get Well Soon, Take back CAA"" Postcard to Mr.Amit Shah @ Ministry of Home Affairs, North Block, New Delhi - 110001. Flood them with thousands everyday. #CitizenshipAmendmentAct #शाहीन_बाग_से_हिलती_सरकार #AnuragKashyap #CAA_NRC_NPR"
95,2020-01-27T09:10:23.000Z,1221722106947235840,"Flood of notices on availment of ITC R.36(4). Absolutely inappropriate.

- Rule itself is without proper authority
- Clear violation of Principles of nature justice
- Apparent aim of whole exercise is Fulfilment of Tax Targets

@FinMinIndia should rethink.

@narendramodi"
96,2020-01-27T07:41:38.000Z,1221699772735582209,"@TheDeshBhakt Another suggestion, we all know whatsapp is flooded with fake news. It would be great if you could release 1-2 minute videos (from already existing videos) &amp; flood whatsapp. That will also make it easier for people to forward the truth about the Nazi-Party in forums"
97,2020-01-27T07:24:57.000Z,1221695576032440321,"@CMofKarnataka Request to acquire land for water canals for Krishna river flood management system in Vijayapur, Belagavi &amp; Bagalkot.
Allot suitable fund (1K Cr) in budget."
98,2020-01-26T15:57:12.000Z,1221462099571793921,@taslimanasreen @ragways Do u  hv any say on blood flood in ur Dhaka during Ramzan?
99,2020-01-26T12:05:45.000Z,1221403852164845568,"Why can't right wing handles from Delhi flood @twitter and @instagram with the stories of atrocities from pakistani hindus, sikhs and othe minorities. https://t.co/bMHTbi103S"
100,2020-01-25T23:00:02.000Z,1221206118652727296,@mvmeet @PMOIndia @BJP4India @amitmalviya @blsanthosh Thanking @PMOIndia for getting just a social media ID back.. So undoing of the Power of PM 😂😂.. So when Wil you thank for bringing back the compensation for flood victims 😂😂
101,2020-01-25T15:18:58.000Z,1221090087166824448,"The Bhagavad #Gita throws a flood of light on how the unfavourable circumstances in our life can be utilised to enhance our spiritual progress by removing friction, by banishing conflicts &amp; by moving closer to the Lord present in everyone around us. -#Gita-4.23 https://t.co/oe2rXfOA0m"
102,2020-01-25T01:30:48.000Z,1220881674403119104,"what I mean. Killing humans enmass is easy. Old ways of starvation, flood, war, epidemic etc r boring. I will trying to be innovative. (I am also the God of Innovation.) it is 100% sure that I will get all my enemies. Otherwise I will not live!"
103,2020-01-24T23:43:43.000Z,1220854724754399232,"#Military #dictatorship is to control goons with in the country and across the border , to protect innocent citizens from riotes , flood , disasters , Naxals and TERRORIST Pakistan https://t.co/wRcKCJNrwp"
104,2020-01-24T16:53:12.000Z,1220751414638600192,"@BaNna_sAhab_ @Ansarikasim0786 @DrRSPatel4SS @SajidirfanQasm1 @imdeepakdhaker @Satendr63062124 @avinash_0888 @Syeda_Nasreen__ @CongressSikri @VikasPuniaINC @PreetiPuniaINC @asyadav78676 @Ibrahim98956607 @KunwerGourav @ArshitaRawat @AnsariSabri #Savarkar 'criminally betrayed' Netaji &amp; his INA by siding wth th British rulers

He rejected outrightly Netaji’s attempts 2liberate India

Savarkar called upon Hindus “to flood th British army,with millions of Hindu warriors wth Hindu Sanghatanist hearts”
https://t.co/dOldLBHBzz"
105,2020-01-24T12:24:54.000Z,1220683896792043523,"Karnataka fund allocation list for flood relief features BJP workers

Read more at: https://t.co/AuPjleW0J5 https://t.co/yfRlTrRtXT"
106,2020-01-24T08:55:33.000Z,1220631209438375937,Muslims world over cannot come to India as refugees. In 1947 it was decided Pakistan will be for Muslims and India for the Hindus. But India decided that those Muslims who do want to go can stay as Indian citizens. That does not mean opening the flood gates https://t.co/nXAQJY6fIW
107,2020-01-24T08:52:45.000Z,1220630506741493760,@MajorPoonia @RahulGandhi Muslims world over cannot come to India as refugees. In 1947 it was decided Pakistan will be for Muslims and India for the Hindus. But India decided that those Muslims who do want to go can stay as Indian citizens. That does not mean opening the flood gates
108,2020-01-24T08:52:06.000Z,1220630340974211072,"Muslims world over cannot come to India as refugees. In 1947 it was decided Pakistan will be for Muslims and India for the Hindus. But India decided that those Muslims who do want to go can stay as Indian citizens. That does not mean opening the flood gates

#SubramanianSwamy"
109,2020-01-24T04:44:16.000Z,1220567973665984512,"Under this regime, only allowed flood is eating ass by BnD https://t.co/Mqu6ErRrQ9"
