,0,1,2
110,2020-01-24T03:32:27.000Z,1220549901605408768,PM's degree certificate cannot be traced from DU and former HRD minister's degree certificate cannot be traced. Then how do you expect a poor villager who lost everything in a flood and How does he trace a certificate? -P.Chidambaram on NRC-CAA. #IndiaAgainstCAA #CAA_NRC_Protests
111,2020-01-23T15:36:00.000Z,1220369600975536130,"@Voice_For_India @myogiadityanath UP Police deserved to be admired for facing up to riots ,in which uncontrollable forces operate imperiously which is blind &amp; destructive,&amp;people pour through like a torrent  through the beach&amp; impossible to to dam the flood"
112,2020-01-23T15:23:08.000Z,1220366362935062529,"Looking out for a geologist  who could  study the flood plains In and around seraulim , Benaulim,"
113,2020-01-23T11:03:01.000Z,1220300901954379776,"#Karnataka fund allocation list for flood relief features @BJP4Karnataka workers.
@PriyankKharge

Read more at: https://t.co/AuPjleW0J5"
114,2020-01-23T09:03:32.000Z,1220270831416180736,"Why Media Houses don't Discuss Unemployment, Economy, Hunger, Flood and other important issue.
 🤔🤔🤔
#NaukariKiBaat"
115,2020-01-23T05:12:48.000Z,1220212766209789953,AIIDB to fund the bulk of city’s flood mitigation works: @THChennai @LakshmiImmanuel https://t.co/twuIE3Xflr
116,2020-01-23T01:47:26.000Z,1220161083144462336,"@harryintoronto  who said NRC CAA has nothing to do with Muslim Hindu . It has already created the row, if one Indian lost his docs in fire or flood ,He Will be given citizen if Hindu under CAA and. Denied if Muslim .why discrimination in secular Country"
117,2020-01-22T17:36:31.000Z,1220037539647516673,@Chandrapida1 @Hinduism_Ebooks The intelligent people of Travancore used the natural power of flood waters of the Periyar river to defeat Tipu. Most of his arms &amp;ammunition &amp; soldiers were washed away in a flash flood created by opening an uphill water reservoir by the smart commander of the Travancore force.
118,2020-01-22T14:24:24.000Z,1219989194509975553,"Went for a tour at Langjing Achouba Ground, Imphal West, to inspect the laying of astro turf and also the progress of flood lighting system at Khuman Lampak Sports Complex under the Grassroots Football Development Programme of @tatatrusts. https://t.co/OxemUK0tYK"
119,2020-01-22T13:04:22.000Z,1219969051650404354,@akhilshah316 @ThaneCollector @smartkdmc @KDMCOfficial Dredging of River as promised in last flood has not been done yet and the construction of high height wall around the bank of the river.
120,2020-01-22T09:42:46.000Z,1219918316308811776,"""PM's degree certificate cannot be traced from Delhi University and former HRD minister's degree certificate cannot be traced. Then how do you expect a poor villager who lost everything in a flood and How does he trace a certificate?"" : https://t.co/Uju49Qotkl"
121,2020-01-21T17:12:19.000Z,1219669061920907264,No. 1 Modi Bhakta too. Indirectly working for BJP. Let him to come politics. Why hide &amp; ride. During flood Government worked up to mark do you know??. Relief fund given to sufferers. https://t.co/VMDiuNPcEp
122,2020-01-21T16:17:24.000Z,1219655242620366848,"@drashwathcn @BSYBJP @csogok @BJP4Karnataka @BJP4India @KarnatakaVarthe Make app for officers who is reporting flood/drought loss so that it will be faster and corrupt free(with photo, document and location) report in faster way, analyse data and give compensation to people as soon as possible"
123,2020-01-19T12:24:51.000Z,1218871941831856128,"Karnataka with them, they are not with us for flood relief fund, IBPS Mosa, Kannada degradation, Hindi dabbalike, economy fall, nothing support for @BSYBJP and many more. Very shameful to us. https://t.co/lhfWJLM322"
124,2020-01-19T07:48:53.000Z,1218802492869267456,Now bhakts will flood twitter with Whatsapp University facts to whitewash #bolsonaro crimes... #RepublicDay
125,2020-01-19T01:36:21.000Z,1218708741559701504,"@subhrangshusp @PradyotManikya @himantabiswa To resolve the decades old issue of the internally displaced Bru-Reang people thereby giving them the benefits of the Indian constitution is praiseworthy. 
I hope the govt similarly focuses on rehabilitating the umpteen flood, erosion &amp; conflict induced homeless in Assam."
126,2020-01-18T17:27:10.000Z,1218585637026054145,@SouleFacts @AmitShah Flood the area with people from UP Bihar NE and HP Change its demographics totally
127,2020-01-18T16:29:40.000Z,1218571165322498053,"""PM's degree certificate cannot be traced from Delhi University and former HRD minister's degree certificate cannot be traced. 
Then how do you expect a poor villager who lost everything in a flood and How does he trace a certificate?"" : 
#CAA_NRC."
128,2020-01-18T13:47:30.000Z,1218530354186735618,"@TVMohandasPai @PMOIndia @narendramodi @nsitharaman @rsprasad @PiyushGoyal @sanjeevsanyal @SubramanianKri @RajivKumar1 @amitabhk87 D progress of India in economics not run by leftists Socialists “mixed economic polices” until PV opened d flood gates, from there on d progress is tremendous 14 to 19 policy tilted “capitalist supervised by capitalists” An utter confused Modi fumbled d result now known 2 d world"
129,2020-01-18T10:07:10.000Z,1218474904648945664,"@RURALINDIA In Pune, All records before 1962 were destroyed because of massive flood. Many who didn't study in regular schools, will not be able to prove their citizenship."
130,2020-01-18T05:06:24.000Z,1218399215824429056,"Respected sir,
               I live in chengalpattu DISTRICT ""Anna nagar""Though we are not having proper road facilities since 2015 when the Flood came all the roads in our area were damaged .They didnt taken any of the actions  till date.  @CMOTamilNadu  @narendramodi https://t.co/PEVrD8MlQ6"
131,2020-01-16T08:41:48.000Z,1217728645415849984,@nagarnigamknp I hope you are seeing the situation outside our restaurant Puchii's in Ranjeet Nagar near to Gurudwara Lane. Despite of several calls and discussion over the phone no action has been taken yet and we are unable to run our business coz of flood inside the restaurant https://t.co/kz6jNoJca2
132,2020-01-16T03:36:18.000Z,1217651763760619525,"@KTRTRS @hydcitypolice     @CommissionrGHMC  Plastic kites flood Hyderabad sky despite ban
Kindly ensure that not a single plastic kite will be manufactured &amp; sold in Hyderabad from next year. 
 https://t.co/vzZtTYr3kS
Download the TOI app now:
https://t.co/NKs2jr6QyL"
133,2020-01-15T17:12:29.000Z,1217494775315615744,"For Humanity concert, which raised over ₹30 million to help children affected by the 2008 Bihar flood.

Who...?
""SHAHRUKH KHAN"" sir. https://t.co/RwYI2J6x9o https://t.co/JRkOF4r6FK"
134,2020-01-15T12:28:49.000Z,1217423389830176768,Some modern type of such commodities are iPhone which can be stockpiled with modern mass manufacturing. And it also include small machines(no. of parts do not matter) which can flood the market. It happens by formation of modern infrastructure enabling industrial establishments.
135,2020-01-15T10:50:46.000Z,1217398716832698368,"Upcoming compact SUVs in India: Compact SUV’s to flood India in 2020, Auto News, ET Auto

@ETAuto 

#Automobile #SUVs 

https://t.co/u3P7yDN0g7"
136,2020-01-15T07:50:48.000Z,1217353426012536832,@Nidhi Watch some Kannada news channels- to see the studio and the anchor drowning in flood 🙏🏻
137,2020-01-14T18:23:44.000Z,1217150318225440769,"Off late @BSYBJP is getting more assertive. This is his best after taking on #PmModi in Tumkur recently on flood relief. It's time politicians stop patronising seers who dictate terms. 

 https://t.co/ZvViG5Azel"
138,2020-01-14T12:25:47.000Z,1217060237447921665,"@MaheshJ95622388 @Tejasvi_Surya @Anil7530Soni I am willing to argue on all aspects. The argument of Religious Persecution is a thin argument as the CAA doesn't define what exactly does that mean, opens the flood gates for unchecked migration from these countries to India."
139,2020-01-14T10:05:52.000Z,1217025028128002048,"“How transformation happens in the classroom is crucial. We need to flood primary schools with books!” Dr. Dhir Jhingran, Language and Learning Foundation comments on what needs to be done for #FoundationalLearning to become a reality through #NEP #ASER2019 #ShikshaKiABC https://t.co/givhQkIvRO"
140,2020-01-14T04:05:49.000Z,1216934417081352192,@CWGC inspection of new boundary/flood prevention wall in Madras War Cemetery inspection @richhills68 @RodCarkett @sarahmoore975 @KeneilhouzoS @Tracy19850902 @d4vidmcdonald19 @Graham_Walder @SiJFletch https://t.co/gt7USrwjH0
141,2020-01-13T19:02:42.000Z,1216797738190413826,"#MorePowerToYouAsim
Guy Shuklaji's are showing der power.
Let's show them our more power. Let's the flood of tweets flow for our boy.
V r on 3rd in tending list v will try to make it 1st on d list https://t.co/cbJ6OVOK6R"
142,2020-01-13T17:10:39.000Z,1216769541608361984,"@LaxmanSavadi please send A request to CM to make flood management system to Krishna river project and try to make water cananl from jatrat, bhivasi to chikkodi, raibagh, sattigeri of Belagavi district early for irrigation facility to farmers."
143,2020-01-13T07:45:37.000Z,1216627346691637248,"Some of these intl cities, hard to find where the river bank is. Are they gliding? NO. How they manage? Flood management at upstream dams. AP govt - Learn damn it.
@JaiTDP @PMOIndia 
2/2"
144,2020-01-12T21:13:06.000Z,1216468164692803585,"Allah tested; Nuh with flood,
Isa with poverty,
Musa with tyrant,
Ibrahim with a fire,
Harun with betrayal,
Sulayman with power,
Ayyub with an illness,
Yaqub with blindness and
Yusuf with separation...
Who are we to ask “why me?"" اِنَ مَعَ العُسرِ يُسرا ""With every hardship comes"
145,2020-01-12T19:40:44.000Z,1216444922854690816,"Today @ kondhwa's sitin this lady came in who said she is a street hawker and survives on daily wages. She lost her documents in a flood. There were tears in her eyes at the present circumstances. It was heartbreaking. 
 #kondhwaprotest #ShaheenBaghProtest 
#ShaheenBaghProtest https://t.co/SRdlEuyJXf"
146,2020-01-12T15:13:43.000Z,1216377724354195458,"@AzAzel_94 @HoodaNeelima @shivsempire @sapnabhavnani Abh mujeh ek jababdo,what do the people from flood affected areas will do whose birth certificate might go away or due to any other incidents now the will the give them blindly the citizenship or if gives also them illegal migrants might also come with same excuse for citizenship"
147,2020-01-12T06:26:56.000Z,1216245153599373312,"@majorgauravarya Absolutely. Second, action our agencies should take— am surprised why we haven’t done so far—is to print fake Paki sadela Rupee and flood it there. This is our right to respond to their sending our currency thru Badesh n Nepal, and will give a greater blow to their doomed economy"
148,2020-01-12T05:53:19.000Z,1216236697605640192,Hahaha... 5 lak postcards from schoolchildren...hang your head in shame...mere 55 lakh missed calls in the name of Sunny Leone...Address do aap Shah ji...let us flood you with ant-CAA letters... https://t.co/PqYwHnr0RK
149,2020-01-11T15:30:35.000Z,1216019580625149953,@htTweets @MamataOfficial Nithish Kumar didn't accept a cheque for RS. 5 crore from Narendra Modi Gujarat CM intended for Bihar flood victims. Now Nitheesh Kumar is Modiji's ally. I am sure Mamatha Banerjee is a future staunch supporter of Narendra Modiji.
150,2020-01-11T14:29:11.000Z,1216004131241914368,"@IamNagarajjj @SajjanSwaroopa @whacky84 @BSYBJP @narendramodi @PIB_India If there is any truth to this information
https://t.co/Pg7kF62OBs
then it is indeed sad that Flood victims of Karnataka are being neglected."
151,2020-01-11T14:04:46.000Z,1215997987245019136,"Never seen her visit URI Martyrs family, never seen her visit Pulwama Martyrs Family, never seen her visit flood victims family, never seen her visit a kashmiri pandit family, NEVER SEEN her talk on political issues. JNU's visit was just cheap publicity stunt.#DeepikaPRBackfires"
152,2020-01-11T13:26:08.000Z,1215988260956069888,"Flood in #dubai . Interesting !!

#dubaiweather #dubairain https://t.co/FXC4u4pLLX"
153,2020-01-11T09:23:15.000Z,1215927137737138176,"@TheRashamiDesai Giving from a full heart is one of the most joyous things you can do, and the Universe will match that and flood even more into your life. #PeoplesChoiceRashami"
154,2020-01-11T07:00:47.000Z,1215891288190410753,"Digitization controls all the subsidy scheme. One acre holder is taking more than a lakh RS. through flood relief scheme due to loopholes in the system, by making farji land rent receipts. All the scheme ll reach to the ground.
@narendramodi Jee
@nstomar Jee
@DrPremKrBihar Jee"
155,2020-01-11T04:49:08.000Z,1215858154724036609,"@logic @Sid_dudheria @random_walker I can flood this with other messages to make the end user go blind here.

We already encounter this with aadhar OTP being confused for RedCarpet OTP and stuff.

Permission and notification blindness is a thing."
156,2020-01-11T03:19:22.000Z,1215835563418210304,"@Indumakalktchi They will not be able to flood India with Rohingya,  Bangladesh and Af-Pak refugees and that is why ""they"" sre protesting."
157,2020-01-11T01:36:55.000Z,1215809782814134272,"@annuu143 @the_hindu Will you be provide the documents to show in NRC on behalf of people who lost their house in flood, riots, earthquake, fire and other accident?

#IndiaAgainstCAA_NRC"
158,2020-01-10T18:29:39.000Z,1215702255564836864,Just wait till Monday. As a citizen I will show u what BJP Govt. is doing for flood relief Activities. With Documents. https://t.co/AVQ2n0cwmn
159,2020-01-10T15:20:15.000Z,1215654591670280192,"@ArvindKejriwal Open for Assam your perfect rule n proposoal.if it is Happened please remember me.We must develop n security for Assam .Here we can see nakari,business and devemnt Here Flood problem can arise every year in lower n upper Assam.Assam is rich by fertility land.Also we have lots.."
160,2020-01-10T08:26:43.000Z,1215550525535440896,@cmohry  around 20 days sewer over flood no any action taken by MCG Gurugram. Naryani Market near sunrise hospital khandsa hari nagar road gurgaon https://t.co/vzkUECYE5a
161,2020-01-09T19:32:27.000Z,1215355673514409984,2004_Indian_Ocean_earthquake_and_tsunami &amp; Kerala flood #2019floods https://t.co/2Nr7GwJY07 and lots more https://t.co/6NXbOR83gI
162,2020-01-09T19:06:22.000Z,1215349109982408705,Almost after 1 week v r back in trending! So let's start flood of tweets for our bb hunk. V will take it to 7M dis time! #BB13 get ready for our tweets n start showing our start #AsimRaiz #WeWatchBBForAsim https://t.co/J6rhmX87Kj
163,2020-01-09T17:46:29.000Z,1215329005387186177,"After denying additional flood relief, Centre demands price of rice from Kerala - The Hindu https://t.co/7HLRL8CnTo"
164,2020-01-09T16:52:53.000Z,1215315518594248705,"#WeWatchBBForAsim

 my wife telling me that she dreamt about ASIM that he was protecting her in flood's.

I'm feeling jealous now... 

How can anyone be such lovable that people started dreaming ."
165,2020-01-09T12:00:21.000Z,1215241900283715587,"To Get latest update Follow @vmsadiqueali

On 8 August 2019, due to heavy rainfall in the Monsoon season, severe flood affected Kerala. As a security measure in the prevailing situation of heavy rains, the… https://t.co/KBgUTyC04j"
166,2020-01-09T05:01:23.000Z,1215136463223787520,"@CMofKarnataka @BSYBJP Stop wasting money on satute and so on.spend on needys, flood affected people, One side you crying centre gave less money for flood affected people and one side spending on stupid things.. stop all this.. https://t.co/QeV7wfg2JQ"
167,2020-01-09T04:51:14.000Z,1215133909609930752,"Manjunath survived. And many like him are now looking forward to the annual #Banashankari Fair in Badami to put the calamity behind, get closure and begin the New Year on a fresh note.
https://t.co/jNzAATm7w8"
168,2020-01-09T04:43:34.000Z,1215131978661384195,Malayali #Sanghi uncle who tried to throw a spanner in the Kerala flood relief aid is now at it again! https://t.co/IiXvagnVzD
169,2020-01-09T02:24:25.000Z,1215096960765423616,"@AbdulHa70400959 @PG911_twitz @HRajaBJP RSS not a organisation of terrorism. Any proof is there you can post, at the time of flood, earth quake rss members are involved in great people service. But lot of lot of islamic organisations are in india but we cannot find any service while disaester time. But one guy late+"
170,2020-01-08T15:10:40.000Z,1214927407087378435,"@Beingsajiddarr These bolywood earn crores but never show sympathy to national disasters ,cyclone, flood etc. Also never cries for Martyrs."
171,2020-01-08T14:45:27.000Z,1214921061315305473,"@INCIndia What else did u expect? If Kerala was one of the BJP ruled States ,the Central Govt wudhv poured so much of money there to take care of the flood caused loss . Moreover RG has also got elected fr that State u c! Hence all the more reason to cut the aid!! Sic"
172,2020-01-08T13:01:40.000Z,1214894943275106306,"@INCIndia The Ockhi fund never reached the victims of that cyclone , it was diverted to KSEB  and if Flood relief fund is given then it would be diverted to kSRTC and the rest to KIFBI . Massla kya hai bhai ? Lokom ko ullu banatha hai kya ?"
173,2020-01-08T05:53:48.000Z,1214787265529925632,"At least he waived farmers loan as committed. You People's shameful not taking much flood relief fund, Which is our tax money. #MahadayiMosa #25Kids not able Stand for Karnataka. @Kanagalogy https://t.co/f7S8mtTo0j"
174,2020-01-08T04:57:37.000Z,1214773127009488897,If former president family is facing this.THEN JUST think what is going to happen with most of us.THINK about the people who sleep on the roads after begging.THINK about poor families.THINK about orphan who are in orphanage.THINK about the people who lost their documents in flood
175,2020-01-08T03:59:46.000Z,1214758566554296325,@CMOKerala @SitaramYechury govt of Kerala should move supreme court for non grant of flood relief .first they blocked uae aid and created all impediments ..let's see .you also make @PMOIndia as a party as and also obtain ex gratia given to other states
176,2020-01-08T03:52:31.000Z,1214756744234057730,"This is the real fraud on the country, divide India by discriminating based on political ideology, while calling others tukde tukde gang...only dumbfuck without brain can cheee for these agents of destruction.. 
https://t.co/U0BcMggxpC"
177,2020-01-07T18:09:33.000Z,1214610033750593537,"Never seen her visit URI Martyrs family, never seen her visit Pulwama Martyrs Family, never seen her visit flood victims family, never seen her visit a kashmiri pandit family, NEVER SEEN her talk on political issues. Today’s visit was just cheap publicity stunt. 
#boycottchhapak"
178,2020-01-07T18:03:20.000Z,1214608473096409089,"@sumona24 @deepikapadukone So how many times have you been to meet army jawan family who sacrifices his whole life for the one Nation or rather flood victims? Oh, wait, one's movie must not have been releasing during that period."
179,2020-01-07T17:29:42.000Z,1214600007858446337,"@Javedakhtarjadu Bollywood don't hv time to go and meet army jawan family who sacrifices his whole life for the one Nation, they don't have time to meet flood victims,  they will not go to meet police officer who got injured by jnu. 
What is the wrong with Bollywood. Grow up 😡"
180,2020-01-07T15:17:51.000Z,1214566824710266880,"@rahulkanwal How come this guy knows they supported before.

may be opposed but in flood it gone like tiny piece."
181,2020-01-07T08:17:37.000Z,1214461069151764480,Now that the central govt has refused flood relief fund for Kerala ... despite getting contributions from the state @vijayanpinarayi sir should do everything within the federal rights to ensure that this ...Delhi Durbar is shown its place in the union of India !
182,2020-01-06T16:13:19.000Z,1214218395765198849,"Thank you @narendramodi ji for releasing second stage flood relief fund of 1,800 crore to KARNATAKA. 
@BSYBJP 
@BJP4Karnataka 
@KalanathNivane 
@BJP4India"
183,2020-01-06T14:46:41.000Z,1214196594565713923,"Speed on Outer ring road &amp; SarjapurRd hit all time low in #Bengaluru.
4km per hour! 
Do we even know fuel exchequer &amp; productivity loss due to this?
30% YOY growth,no metro till 2025, imagine?
Ban pvt 4 wheeler,flood all SEZ with bus!
@ArvindLBJP @blsanthosh @PCMohanMP @rajeev_mp https://t.co/QnRuC7551U"
184,2020-01-06T12:51:07.000Z,1214167511165358081,"@therealkapildev #HappyBirthdayKapildev A ball running away from the  battlefield,crying in pain from the heavy assault of a battle-prone warrior.The shining eyes of a furious Tiger,  being seen in the flood-light of a cricket stadium.  - I love to write like this about Kapildev"
185,2020-01-06T07:36:21.000Z,1214088297628065794,Suddenly there is a flood of shares causing panic while those people are still enjoying their sail . This is the moral of the story - Avoid unverified Shares. Resist the urge . It’s more difficult than quitting smoking and alcohol for some ! It is a drug .
186,2020-01-06T03:56:52.000Z,1214033062771642368,"The famous Nagasamudram Regu tree sapling I planted in pots at my home

They might become extinct, with the flood of tasteless Hybrid variety.  if anyone wants, I can give a few seeds. Contact office

These trees require very little water and are very suitable to Telangana region"
187,2020-01-05T22:52:39.000Z,1213956505403346947,@Bali01870120 Bro follower AA nhi rahe hai maza nhi aa raha hai please tell to follow me @azhar046 for the love flood of Asim
188,2020-01-05T06:06:54.000Z,1213703400484982784,"1000 Salutes to these girls,
Never seen such a  Flood or Torrent in life in India.
@iamrzn1 @Sudarsh63169707 @Gajendr3374 @Shaheen31304594 @Shadeedahmadkh4 @akhterzaidi @narendramodi @CH0UDHARl_Nk_ @alamgirizvi @AmitSinghdel 
@swas_tik_ @RiituS @ela_mishra @sas0786 @LaraHashmi3 https://t.co/ziGx0RHLAa"
189,2020-01-05T06:05:42.000Z,1213703098528497664,"Start of 3rd Decade
1.Tension between Iran and USA escalating
2. Major fire broke out in Australia 
3. People in Hong Kong are on roads for their rights
4. Flood Situation in Indonesia
Hope peace and tranquility will prevail soon.
#AustralianFires
#Iranattack
#HongKongProtester"
190,2020-01-05T04:19:17.000Z,1213676315141758977,"@aajtak Sir if the act is third degree as we too feel, So the treatment must be better digree.All Indians and welwisher of HUMANITY must come forward ,protest
Like a flood of voice."
191,2020-01-04T23:23:07.000Z,1213601783781584896,"Right from the Assam's Flood to CAA, you've been actively supporting Assam !! We are so greatly to you and much respect to you.
Thank you so much !!
@VishalDadlani"
192,2020-01-04T19:49:26.000Z,1213548009197203456,Proud of Honble @rashtrapatibhvn 4   his #Time #words #THOUGHTS 2 save 🇮🇳 #farmers 4m #Drought #flood thru our @WorldBankIndia #USAID @MADevImpact awrdd innovation #BHUNGROO 4 #foodsecurity #DoublingFarmersIncome @CMOGuj @vijayrupanibjp @MoJSDoWRRDGR @vnehra @trbjain @IndiaDST https://t.co/C9YzuNXcvS
193,2020-01-04T13:58:09.000Z,1213459606686466048,"(3/5) mining. We’re now at the stage of fighting against the fury of nature which we created. One day, there’ll be trials for climate criminals. INDONESIA Government spent more money on Formula E electric car race than flood prevention efforts as death toll from New Year"
194,2020-01-04T08:32:45.000Z,1213377716491128832,"@BBMPSWMSplComm @Cribbber @kdevforum @BBMPCOMM @BBMP_MAYOR @SwachhaBlr @ArvindLBJP @Randeep_Dev @Dkhallirising @Dnekundi_rising @WFRising @csogok @UDDKarnataka @PCMohanMP @Tej_AnanthKumar @BalagereConnect @HaralurC @SwachhBharatGov @sundarablru Kindly visit to RGA tech park on Sarajapur rd under d ROB, u would feel ashamed of ur officials. Service rds r not visible due to flood of swage black water of abt 1 foot deep with unbearable smell 24/7.

No wonder wht impression clients to this park must be carrying abt d city?"
195,2020-01-03T18:57:40.000Z,1213172594045665280,saw a special debate conducted by a regional news channel on how the PM ignored our state CM yediyurappa’s repeated requests to receive funds for flood relief after karnataka’s disastrous floods. PM addressed young children about politics instead at tumkur. #leadershipgonewrong
196,2020-01-03T18:10:34.000Z,1213160739935936513,@siddaramaiah @narendramodi Dear sirji.U also did not visit UK flood areas n your own constitution Badami n gave small eye surgery as reason for not visiting. But at same time you visited Mangalore just 3 days post your heart surgery. This shows your priority of work.Look at yourself before commenting other
197,2020-01-03T17:09:23.000Z,1213145341391859712,I was having office New year party at @RitzCarlton and from 15th floor my eyes were turning most of times to flood lights at Kanteerava stadium ..what a party and what score line 😎 .. thanks @bengalurufc #BFCFCG https://t.co/ivAYBteQJR
198,2020-01-03T15:13:15.000Z,1213116118484697088,@BaluBal54 Control &amp; Take actions on all currupted ones you will get more then 1 lack Crs #Mansur case gives 50000 #FAKEBPL  Card holders diposited 4000 Crs &amp; Political leaders Black monet 40000 Crs by this one case you can solve Flood victimes @narendramodi @nsitharaman @ANI @PMOIndia
199,2020-01-03T14:54:34.000Z,1213111413260128257,@iamtssh @geetv79 Deshbhakt is over flowing with desh bhakti... He should fit in a stopper to control his flood gates... Easy fame sometimes damages one's grey matter...
200,2020-01-03T13:52:14.000Z,1213095728945364992,Modi help karnataka flood affected people #Gobackmodi
201,2020-01-03T06:52:50.000Z,1212990184179941376,"Will Pakistan give us flood relief funds?

Will Pakistan ensure Mahadayi project is implemented?

Will Pakistan improve Bengaluru's Infra?

Will Pakistan compensate GST funds &amp; change policy for IBPS?

Why are you obsessed with Pakistan? No wonder Karnataka says #GoBackModi"
202,2020-01-03T06:33:28.000Z,1212985307970228224,"Modi is in Karnataka today. 

Problem Karnataka is facing.
Unemployment
Flood relief
GST Dues
MNERGA Dues
IBPS..

Modi is talking about
Pakistan
Kashmir
370
Ram Mandir.

Everything Modi spoke today is irrelevant to the problem state is facing.#GobackModi"
203,2020-01-03T06:29:55.000Z,1212984417305513985,"@vinayak_jain Yeah, fund their campaign with ammunition and money... flood Pakistan with its own fake currency..."
204,2020-01-03T06:11:03.000Z,1212979669743460354,"Hello there,
Not releasing GST share. 
Not releasing Flood relief funds.
Not solving IBPS issue.
Not Releasing of MNERGA funds.
Mahadayi water sharing.
All these are issues from Central govt only.

Now Please grow up and start demanding what is urs, and say with me #GobackModi"
205,2020-01-03T06:08:36.000Z,1212979051322691585,"What we want him to talk about
- his govt's help to Karnataka
- flood relief
- inter-state water disputes
- correcting flaws in centralised recruitment exams

What he talks about
- Pakistan
- Pakistan this
- Pakistan that
- Pakistan, Pakistan, Pakistan

#GobackModi"
206,2020-01-03T06:00:10.000Z,1212976928660938752,Back in action. Regular tweets are going to flood from my side. #FridayMotivation
207,2020-01-03T03:47:26.000Z,1212943526289297408,"Only Required People's Karnataka Vote. Don't ask &amp; remind for support of flood, GST Amt pending, IBPS Mosa, NREG Balance fund. #MouniModiMosa @Kanagalogy"
208,2020-01-02T18:30:18.000Z,1212803320156262400,"Modi is in Karnataka today. 

Problem Karnataka is facing.
Unemployment
Flood relief
GST Dues
MNERGA Dues
IBPS..

Modi is talking about
Pakistan
Kashmir
370
Ram Mandir.

Everything Modi spoke today is irrelevant to the problem state is facing.

So Karnataka is saying #GobackModi"
209,2020-01-02T18:09:06.000Z,1212797982262751232,"@brijeshkalappa Mr. Kalappa,  may be he is busy with submerging congress party in Karnataka and displacing the congressmen in India.  Perhaps he thought that the congress is more dangerous to the karnataka than the flood."
210,2020-01-02T17:46:39.000Z,1212792331184685056,"#IndiaWithPFI
When the people face problem during the flood @PFIOfficial come to the picture to rescue the people.
Such is the work popular front and not the one which media shows
#IndiaWithPFI 
#WeSupportPFI https://t.co/VduhMx01Xx"
211,2020-01-02T15:37:30.000Z,1212759829682380800,"Even though I am a big fan of #Namo @narendramodi , but felt sad for our CM @BSYBJP pleading right on stage for 50k crore flood relief. 
I wish @PMOIndia take up this issue seriously for the welfare of Kannadigas.
#Karnataka #NarendraModi https://t.co/HH6Nc8qUoh"
212,2020-01-02T13:38:45.000Z,1212729946096848906,@MakrandParanspe Economic vows looks like reservoir filled with flood slush Stimulus is if option simultaneously sentiments should rise 2 d occasion Unfortunately d ill affects making finances vulnerable even 4 1920-21 Expect more NPAs due 2 lower industrial output link it with consumer off take
213,2020-01-02T12:29:10.000Z,1212712436513398784,@agneevX Hey how is carrot weather working for you. I  see some reviews on AppStore that it’s not working good in India specially ( Kerala flood). Thank you
214,2020-01-02T11:49:42.000Z,1212702503000670214,@WordDissent Washed away in the flood
215,2020-01-02T11:23:50.000Z,1212695992866263041,I appreciate @BSYBJP ji for demanding Flood relief fund to @narendramodi ji in open stage . I hope that Our PM give positive response to this shortly.
216,2020-01-02T10:36:13.000Z,1212684011916578816,"100 Crores per MLA
15 MLAs joined BJP

So total 1,500 Crores

Flood relief was just 1,800 Crores for more than 8 Lakhs Flood victims.

And 12,000 Crores for 137.4 Lakh Farmers?

Can't you see Corruption here?
#ModiGoBack 
#GobackModi 
#ModiVaapasHogu
Please join the twitter storm"
217,2020-01-02T09:34:49.000Z,1212668558523559937,@amCoorgManu @snapnchat Because of worthless politicians from karnataka @modi nd @AmitShah they betrayed karnataka. Many Farmers are dead still you are not release flood relief fund for karnataka 😡😡. Kannadigas will never forgive you Mr. Modi 😕 we will teach lesson you.
218,2020-01-02T09:26:46.000Z,1212666534935461888,@amCoorgManu @snapnchat @narendramodi @AmitShah @BJP4India @BJP4Karnataka @nsitharaman @PMOIndia @HMOIndia @PrakashJavdekar @BSYBJP @DVSadanandGowda @PCMohanMP @Tejasvi_Surya @rajnathsingh Very true KARNATAKA DOESN'T WELCOME MODI BECAUSE HE BETRAYED KARNATAKA HE DOESN'T RELEASE FLOOD RELIEF FUND. #LIAR
219,2020-01-02T09:11:36.000Z,1212662717305110528,@thekorahabraham Because @narendramodi cheated karnataka he doesn't help when our State suffered lot from flood. @astitvam he wanted only political power otherwise he don't care us.😡 Biggest liar on the earth. Shame on you mr. Modi we will never forgive you.
220,2020-01-02T09:00:40.000Z,1212659966303064064,“There’s no better way to overpower a trickle of doubt than with a flood of naked truth.” #saveindia #Support_CAA_and_NRC #ISupportCAA_NRC @PMOIndia @AmitShah
221,2020-01-02T08:30:10.000Z,1212652289250357248,"Mr. @narendramodi,

Karnataka is starved of Central govt funds-
No adequate flood relief,
No GST revenue loss compensation,
Transfer of Grant-in-aid delayed
Before attempting to fool our people, let the ppl of Ktaka know when will they get their due share!!
#ಉತ್ತರಕೊಡಿಮೋದಿ"
222,2020-01-01T21:43:39.000Z,1212489589107105793,They actually brace for flood as it starts raining... https://t.co/qWwQfBXgrB
223,2020-01-01T12:08:48.000Z,1212344921039880194,"(2/3)surroundings. Two people reported dead and hundreds evacuated after a severe flood in Jakarta. A result of both government's inability to build flood-proof city and the citizens' inability to protect the environment. Floods occur bo of weather events, heavy/prolonged rains"
